study_year,poverty_families,poverty_individuals,median_income_2018,total_population,median_center_infant,median_family_infant,county_name,state_name,state_abbreviation
2014,9.6,13.2,55644.7,26620,99.13,99.39,Jefferson County,Idaho,ID
2015,8.9,13.1,54241.26,26792,100.97,99.97,Jefferson County,Idaho,ID
2016,8.1,11.2,57378.3,27096,101.88,99.57,Jefferson County,Idaho,ID
2017,6.6,9.5,59796.65,27410,103.03,99.17,Jefferson County,Idaho,ID
2018,5.5,7.7,60162,27969,108.65,98.77,Jefferson County,Idaho,ID
2008,7.8,10.3,48789.9,20019,NA,NA,Jerome County,Idaho,ID
2009,8.9,12.3,47176.74,20142,NA,NA,Jerome County,Idaho,ID
2010,12,15.5,45458.08,21282,NA,NA,Jerome County,Idaho,ID
2011,14.3,17.1,43939.84,21794,NA,NA,Jerome County,Idaho,ID
2012,15.2,18.6,44339.9,22140,100.59,102.63,Jerome County,Idaho,ID
2013,14.5,18.3,43336.08,22391,97.29,98.81,Jerome County,Idaho,ID
2014,14.3,17.5,43161.08,22580,93.98,95,Jerome County,Idaho,ID
2015,13,16.4,44127.8,22653,90.68,91.18,Jerome County,Idaho,ID
2016,14.5,16.9,46669.35,22694,95.11,93.71,Jerome County,Idaho,ID
2017,12.7,16.3,47813.63,23039,101.88,96.24,Jerome County,Idaho,ID
2018,13.7,18,49306,23431,108.65,98.77,Jerome County,Idaho,ID
2008,8.2,10.4,53061,134072,NA,NA,Kootenai County,Idaho,ID
2009,8.4,11.2,53171.82,133461,NA,NA,Kootenai County,Idaho,ID
2010,8.8,11.9,53749.76,134851,NA,NA,Kootenai County,Idaho,ID
2011,9.1,12.8,53844,137178,NA,NA,Kootenai County,Idaho,ID
2012,9.1,12.8,54066.1,139083,177.44,119.71,Kootenai County,Idaho,ID
2013,9.5,13.4,52922.16,140785,148.9,113.13,Kootenai County,Idaho,ID
2014,9.1,13,52249.52,142783,120.35,106.55,Kootenai County,Idaho,ID
2015,9.4,13,52367.18,145046,100.97,99.97,Kootenai County,Idaho,ID
2016,9.5,12.6,53470.2,147716,108.47,105.11,Kootenai County,Idaho,ID
2017,9.7,12.6,54784.67,150128,119.28,110.25,Kootenai County,Idaho,ID
2018,9.3,12.1,54457,153605,133.02,115.38,Kootenai County,Idaho,ID
2008,11.2,21.8,43374.55,35910,NA,NA,Latah County,Idaho,ID
2009,9.4,22.9,42644.16,37511,NA,NA,Latah County,Idaho,ID
2010,10.4,21.5,42889.84,36645,NA,NA,Latah County,Idaho,ID
2011,10.2,21.3,44327.36,36932,NA,NA,Latah County,Idaho,ID
2012,10.9,21.8,43412.6,37365,150.24,106.55,Latah County,Idaho,ID
2013,8.6,20.4,45073.8,37636,148.9,113.13,Latah County,Idaho,ID
2014,9.2,21.1,44460.64,37989,147.55,119.72,Latah County,Idaho,ID
2015,10.1,21.6,44985.34,38339,146.2,126.3,Latah County,Idaho,ID
2016,9.5,22.4,44239.65,38593,157.39,131.74,Latah County,Idaho,ID
2017,9.8,22.5,44609.3,38697,168.58,137.18,Latah County,Idaho,ID
2018,9,20.6,45466,39239,179.77,142.62,Latah County,Idaho,ID
2008,10.24,15.92,43468.08,7817,NA,NA,Lemhi County,Idaho,ID
2009,10.2,16,45337.5,7818,NA,NA,Lemhi County,Idaho,ID
2010,13,20,42236.76,7861,NA,NA,Lemhi County,Idaho,ID
2011,13.6,19.7,45102.4,7895,NA,NA,Lemhi County,Idaho,ID
2012,13.8,21.2,40009.2,7892,100.59,102.63,Lemhi County,Idaho,ID
2013,15,23.3,36851.76,7853,97.29,98.81,Lemhi County,Idaho,ID
2014,12.5,21.5,36524.42,7828,93.98,95,Lemhi County,Idaho,ID
2015,9.1,18.7,36388.74,7790,90.68,91.18,Lemhi County,Idaho,ID
2016,7.7,16.9,36500.1,7743,103.23,99.25,Lemhi County,Idaho,ID
2017,9.5,17.1,37111.93,7755,118.12,107.32,Lemhi County,Idaho,ID
2018,6.6,13.1,37921,7798,133.02,115.38,Lemhi County,Idaho,ID
2008,9.59,13.96,40813.88,3656,NA,NA,Lewis County,Idaho,ID
2009,9.7,14.2,42120,3645,NA,NA,Lewis County,Idaho,ID
2010,10.4,16,41537.28,3761,NA,NA,Lewis County,Idaho,ID
2011,11.6,18.2,39585.28,3785,NA,NA,Lewis County,Idaho,ID
2012,11.6,17.3,41074,3818,150.24,106.55,Lewis County,Idaho,ID
2013,11.9,17.9,38880,3851,148.9,113.13,Lewis County,Idaho,ID
2014,11.5,17,38328.54,3822,147.55,119.72,Lewis County,Idaho,ID
2015,10.8,17.4,38695.3,3812,146.2,126.3,Lewis County,Idaho,ID
2016,10.9,15.9,39971.4,3826,141.81,122.66,Lewis County,Idaho,ID
2017,8.8,15.3,41522.39,3824,137.41,119.02,Lewis County,Idaho,ID
2018,8.4,14.2,41326,3845,133.02,115.38,Lewis County,Idaho,ID
2008,11.51,14.88,51073.8,4479,NA,NA,Lincoln County,Idaho,ID
2009,11.6,15.1,53706.51,4533,NA,NA,Lincoln County,Idaho,ID
2010,10.9,15.3,53028.24,5021,NA,NA,Lincoln County,Idaho,ID
2011,10.3,15,50486.24,5106,NA,NA,Lincoln County,Idaho,ID
2012,10.7,15.7,48318.6,5167,100.59,102.63,Lincoln County,Idaho,ID
2013,12.8,16.6,45827.64,5221,97.29,98.81,Lincoln County,Idaho,ID
2014,10.3,16,43553.28,5246,93.98,95,Lincoln County,Idaho,ID
2015,8.5,13.6,45869.38,5260,90.68,91.18,Lincoln County,Idaho,ID
2016,7.6,12,46725,5292,95.11,93.71,Lincoln County,Idaho,ID
2017,6.7,11.5,47774.49,5296,101.88,96.24,Lincoln County,Idaho,ID
2018,8.9,13.4,48222,5321,108.65,98.77,Lincoln County,Idaho,ID
2008,18.9,27.8,49322.35,36975,NA,NA,Madison County,Idaho,ID
2009,22.5,34.5,41547.87,37120,NA,NA,Madison County,Idaho,ID
2010,21.4,32.2,41134.76,36413,NA,NA,Madison County,Idaho,ID
2011,24,36,37845.92,36984,NA,NA,Madison County,Idaho,ID
2012,23.7,36.2,37153.6,37311,98.84,98.23,Madison County,Idaho,ID
2013,24.7,35.8,34623.72,37542,97.29,98.81,Madison County,Idaho,ID
2014,26.3,35.7,33975.12,37754,99.13,99.39,Madison County,Idaho,ID
2015,28.6,35.7,34166.98,37916,100.97,99.97,Madison County,Idaho,ID
2016,27.4,32.6,35548.8,38114,101.88,99.57,Madison County,Idaho,ID
2017,29.3,31.8,34628.6,38241,103.03,99.17,Madison County,Idaho,ID
2018,28.1,30.5,36031,38705,108.65,98.77,Madison County,Idaho,ID
2008,8.97,13.56,45332.11,18953,NA,NA,Minidoka County,Idaho,ID
2009,8.6,13.4,47202.48,18800,NA,NA,Minidoka County,Idaho,ID
2010,9.4,13.1,46806,19524,NA,NA,Minidoka County,Idaho,ID
2011,11.1,15.5,48377.28,19740,NA,NA,Minidoka County,Idaho,ID
2012,10.9,15,47631.1,19909,98.84,98.23,Minidoka County,Idaho,ID
2013,9.6,13.6,46727.28,20104,97.29,98.81,Minidoka County,Idaho,ID
2014,10.3,15.6,46873.2,20191,99.13,99.39,Minidoka County,Idaho,ID
2015,11.7,17.4,47544.18,20279,100.97,99.97,Minidoka County,Idaho,ID
2016,13.9,17.8,48454.35,20331,101.88,99.57,Minidoka County,Idaho,ID
2017,13.9,17.9,49461.63,20448,103.03,99.17,Minidoka County,Idaho,ID
2018,14.1,19.3,50663,20615,108.65,98.77,Minidoka County,Idaho,ID
2008,8.4,11.4,51739.65,38763,NA,NA,Nez Perce County,Idaho,ID
2009,11.2,14.4,50215.23,38691,NA,NA,Nez Perce County,Idaho,ID
2010,8.5,11.6,51498.2,38886,NA,NA,Nez Perce County,Idaho,ID
2011,7.5,11.3,49884.8,39088,NA,NA,Nez Perce County,Idaho,ID
2012,7.4,11.6,50145.7,39226,177.44,119.71,Nez Perce County,Idaho,ID
2013,6.9,11.1,50223.24,39458,148.9,113.13,Nez Perce County,Idaho,ID
2014,7.9,11.7,49404.48,39655,120.35,106.55,Nez Perce County,Idaho,ID
2015,7.5,11.9,51049.6,39779,100.97,99.97,Nez Perce County,Idaho,ID
2016,8.8,13.6,52018.05,39995,108.47,105.11,Nez Perce County,Idaho,ID
2017,9.4,14.4,53358.12,40014,119.28,110.25,Nez Perce County,Idaho,ID
2018,9,14.6,54174,40155,133.02,115.38,Nez Perce County,Idaho,ID
2008,10.97,13.82,49271.75,4145,NA,NA,Oneida County,Idaho,ID
2009,11.5,14.2,51377.04,4148,NA,NA,Oneida County,Idaho,ID
2010,11.9,13.4,51734.84,4212,NA,NA,Oneida County,Idaho,ID
2011,14.2,15.4,49767.2,4225,NA,NA,Oneida County,Idaho,ID
2012,14.6,15.1,48727.8,4236,100.59,102.63,Oneida County,Idaho,ID
2013,14.2,16.1,44109.36,4257,97.29,98.81,Oneida County,Idaho,ID
2014,13.4,15.3,45662.68,4241,93.98,95,Oneida County,Idaho,ID
2015,11.6,14.6,43818.28,4245,90.68,91.18,Oneida County,Idaho,ID
2016,8.9,13.7,42592.2,4269,103.23,99.25,Oneida County,Idaho,ID
2017,7.7,12.6,44795.73,4284,118.12,107.32,Oneida County,Idaho,ID
2018,9,13,51058,4326,133.02,115.38,Oneida County,Idaho,ID
2008,13.93,20.1,35984.65,10956,NA,NA,Owyhee County,Idaho,ID
2009,13.9,20.5,37042.2,10995,NA,NA,Owyhee County,Idaho,ID
2010,18,22.2,38791.56,11389,NA,NA,Owyhee County,Idaho,ID
2011,18.5,24.8,36029.28,11449,NA,NA,Owyhee County,Idaho,ID
2012,20.1,25.2,36988.6,11479,228.6,218.24,Owyhee County,Idaho,ID
2013,20.9,24.2,34749,11474,228.6,218.24,Owyhee County,Idaho,ID
2014,23.8,27.4,34544.34,11412,164.79,159.1,Owyhee County,Idaho,ID
2015,23.1,27.6,35446.4,11364,100.97,99.97,Owyhee County,Idaho,ID
2016,19.6,23.6,36524.25,11356,108.47,105.11,Owyhee County,Idaho,ID
2017,19.1,23.3,37174.76,11384,119.28,110.25,Owyhee County,Idaho,ID
2018,17.1,21.1,40430,11455,133.02,115.38,Owyhee County,Idaho,ID
2008,12.7,15.6,49938.75,22582,NA,NA,Payette County,Idaho,ID
2009,11,13.8,52041.6,22534,NA,NA,Payette County,Idaho,ID
2010,12,15.7,50528.44,22451,NA,NA,Payette County,Idaho,ID
2011,11.5,16.5,50336.16,22596,NA,NA,Payette County,Idaho,ID
2012,13.3,19.2,47021.7,22614,100.59,102.63,Payette County,Idaho,ID
2013,13.4,20,47140.92,22629,97.29,98.81,Payette County,Idaho,ID
2014,11.5,18.5,46985.56,22658,93.98,95,Payette County,Idaho,ID
2015,13.8,18.7,46912.42,22700,90.68,91.18,Payette County,Idaho,ID
2016,14.1,18.9,47953.5,22773,103.23,99.25,Payette County,Idaho,ID
2017,11.7,15.5,49900.41,22839,118.12,107.32,Payette County,Idaho,ID
2018,9.8,13.6,50289,23041,133.02,115.38,Payette County,Idaho,ID
2008,12.76,15.57,42405.1,7672,NA,NA,Power County,Idaho,ID
2009,13,15.5,43822.35,7689,NA,NA,Power County,Idaho,ID
2010,8.3,11.1,47377.88,7633,NA,NA,Power County,Idaho,ID
2011,10.6,12.9,46812.64,7671,NA,NA,Power County,Idaho,ID
2012,10.4,12.5,46145,7717,177.44,119.71,Power County,Idaho,ID
2013,11.8,13.9,47748.96,7756,148.9,113.13,Power County,Idaho,ID
2014,12.9,13.4,47710.6,7742,120.35,106.55,Power County,Idaho,ID
2015,13,13.5,47465.74,7731,100.97,99.97,Power County,Idaho,ID
2016,9.3,12.3,48633.9,7696,101.88,99.57,Power County,Idaho,ID
2017,8.8,11.6,49030.06,7667,103.03,99.17,Power County,Idaho,ID
2018,7.3,9.6,49985,7713,108.65,98.77,Power County,Idaho,ID
2008,12.93,17.47,39788.85,12903,NA,NA,Shoshone County,Idaho,ID
2009,13,17.6,41367.69,12794,NA,NA,Shoshone County,Idaho,ID
2010,13.8,17.9,42518.64,12917,NA,NA,Shoshone County,Idaho,ID
2011,13.3,16.5,42486.08,12849,NA,NA,Shoshone County,Idaho,ID
2012,13.4,17.2,42100.3,12797,98.84,98.23,Shoshone County,Idaho,ID
2013,13.8,17.4,41515.2,12729,97.29,98.81,Shoshone County,Idaho,ID
2014,14.4,17.8,40286.36,12629,99.13,99.39,Shoshone County,Idaho,ID
2015,12.9,17.2,39924.9,12571,100.97,99.97,Shoshone County,Idaho,ID
2016,13.6,17.9,39321.45,12551,108.47,105.11,Shoshone County,Idaho,ID
2017,12.1,17.4,41030.05,12490,119.28,110.25,Shoshone County,Idaho,ID
2018,11.6,17.3,39091,12526,133.02,115.38,Shoshone County,Idaho,ID
2008,5.79,8.72,57623.69,8153,NA,NA,Teton County,Idaho,ID
2009,5.3,8.2,59816.25,8422,NA,NA,Teton County,Idaho,ID
2010,5.4,7.4,61902.24,9413,NA,NA,Teton County,Idaho,ID
2011,3.9,7.2,58737.28,9786,NA,NA,Teton County,Idaho,ID
2012,5.1,8.5,62185.2,10007,272.15,264.2,Teton County,Idaho,ID
2013,7.4,11.7,58245.48,10141,228.6,218.24,Teton County,Idaho,ID
2014,9.1,11.4,55454.96,10212,186.19,172.27,Teton County,Idaho,ID
2015,7.8,10.8,56682.44,10285,146.2,126.3,Teton County,Idaho,ID
2016,9.6,12.3,61081.65,10437,157.39,131.74,Teton County,Idaho,ID
2017,5.9,8.3,57665.58,10776,168.58,137.18,Teton County,Idaho,ID
2018,4.6,6.1,68818,11080,179.77,142.62,Teton County,Idaho,ID
2008,10.6,13.5,48024,72726,NA,NA,Twin Falls County,Idaho,ID
2009,11.4,14.1,48645.09,72578,NA,NA,Twin Falls County,Idaho,ID
2010,10.6,13,49247.8,74929,NA,NA,Twin Falls County,Idaho,ID
2011,10.7,13.8,48323.52,76129,NA,NA,Twin Falls County,Idaho,ID
2012,12.2,15.4,46902.9,77122,98.84,98.23,Twin Falls County,Idaho,ID
2013,11.7,15,47396.88,78067,97.29,98.81,Twin Falls County,Idaho,ID
2014,12.4,15.9,46786.28,78933,99.13,99.39,Twin Falls County,Idaho,ID
2015,11.7,15.8,46690.88,80004,100.97,99.97,Twin Falls County,Idaho,ID
2016,11.7,15.6,47775,80955,101.88,99.57,Twin Falls County,Idaho,ID
2017,10.5,14.4,50591.54,82248,103.03,99.17,Twin Falls County,Idaho,ID
2018,10.5,14.8,50778,83666,108.65,98.77,Twin Falls County,Idaho,ID
2008,10.82,15.43,58408.63,8554,NA,NA,Valley County,Idaho,ID
2009,11.4,16.2,61451.91,8667,NA,NA,Valley County,Idaho,ID
2010,11.5,15.4,58987.16,9846,NA,NA,Valley County,Idaho,ID
2011,10.3,13.5,58996,9877,NA,NA,Valley County,Idaho,ID
2012,8.7,10.3,57148.3,9793,150.24,106.55,Valley County,Idaho,ID
2013,7.5,9.5,54510.84,9698,148.9,113.13,Valley County,Idaho,ID
2014,9.2,12,52705.32,9662,147.55,119.72,Valley County,Idaho,ID
2015,9.5,15,51287.04,9720,146.2,126.3,Valley County,Idaho,ID
2016,8.4,14,56311.5,9897,157.39,131.74,Valley County,Idaho,ID
2017,4.2,10.4,55635.45,10104,168.58,137.18,Valley County,Idaho,ID
2018,3.6,10,55299,10401,179.77,142.62,Valley County,Idaho,ID
2008,12.31,14.46,40607.91,10007,NA,NA,Washington County,Idaho,ID
2009,12.6,14.6,41999.49,10011,NA,NA,Washington County,Idaho,ID
2010,10.9,13.2,42388.72,10105,NA,NA,Washington County,Idaho,ID
2011,11.1,13,42423.36,10153,NA,NA,Washington County,Idaho,ID
2012,12.4,14.8,39942.1,10144,98.84,98.23,Washington County,Idaho,ID
2013,11.1,15,40449.24,10094,97.29,98.81,Washington County,Idaho,ID
2014,11,15.5,38671.98,10068,99.13,99.39,Washington County,Idaho,ID
2015,14.4,18.3,36861.5,10025,100.97,99.97,Washington County,Idaho,ID
2016,11.2,15.3,39401.25,10035,101.88,99.57,Washington County,Idaho,ID
2017,11.3,15.7,38646.63,9996,103.03,99.17,Washington County,Idaho,ID
2018,13.6,15.7,37206,10025,108.65,98.77,Washington County,Idaho,ID
2008,7.4,11.5,51290,66866,135.65,95,Adams County,Illinois,IL
2009,9,12.7,50848.2,66892,141.75,97.5,Adams County,Illinois,IL
2010,8.3,12.3,50835.84,67030,147.85,100,Adams County,Illinois,IL
2011,8.6,12.7,51287.04,67045,151.43,102.5,Adams County,Illinois,IL
2012,9.4,13.6,50260.1,67098,155,105,Adams County,Illinois,IL
2013,10.4,14.4,48678.84,67152,160,115,Adams County,Illinois,IL
2014,10.3,14.4,48200.32,67113,165,125,Adams County,Illinois,IL
2015,10.3,14.4,48722.9,67081,166.33,125,Adams County,Illinois,IL
2016,9.6,12.9,50468.25,66949,167.65,125,Adams County,Illinois,IL
2017,9.6,13.1,49907.62,66787,167.65,125,Adams County,Illinois,IL
2018,8.2,12.1,51398,66427,167.65,125,Adams County,Illinois,IL
2008,16.04,24.32,32954.66,8402,135.65,95,Alexander County,Illinois,IL
2009,15.4,24.1,33910.11,8254,141.75,97.5,Alexander County,Illinois,IL
2010,11.8,20.1,33446.28,8449,147.85,100,Alexander County,Illinois,IL
2011,18,25.8,31054.24,8314,151.43,102.5,Alexander County,Illinois,IL
2012,21.1,31.1,29972.8,8147,155,105,Alexander County,Illinois,IL
2013,23.2,31.6,29129.76,7980,160,115,Alexander County,Illinois,IL
2014,30.3,36.8,27024.7,7821,165,125,Alexander County,Illinois,IL
2015,27.5,34.2,28900.9,7364,166.33,125,Alexander County,Illinois,IL
2016,24.9,33.5,30524.55,7051,167.65,125,Alexander County,Illinois,IL
2017,24.7,33.4,31944.42,6776,167.65,125,Alexander County,Illinois,IL
2018,22.9,30.2,34709,6532,167.65,125,Alexander County,Illinois,IL
2008,8.03,12.68,53104.44,18113,135.65,95,Bond County,Illinois,IL
2009,8.2,13.1,55270.8,18173,141.75,97.5,Bond County,Illinois,IL
2010,7.4,10.8,60257.36,17904,147.85,100,Bond County,Illinois,IL
2011,7.2,10.5,56752.64,17849,151.43,102.5,Bond County,Illinois,IL
2012,8.1,13.5,52475.5,17762,155,105,Bond County,Illinois,IL
2013,9.6,14.6,52016.04,17665,160,115,Bond County,Illinois,IL
2014,11.9,15.9,51007.2,17571,165,125,Bond County,Illinois,IL
2015,10.6,16.5,50822.76,17313,166.33,125,Bond County,Illinois,IL
2016,10.6,16.5,54766.95,17137,167.65,125,Bond County,Illinois,IL
2017,9.5,15.7,56024.79,17034,167.65,125,Bond County,Illinois,IL
2018,7.9,14.5,58097,16712,167.65,125,Bond County,Illinois,IL
2008,8.6,9.9,68587.15,52974,191,120,Boone County,Illinois,IL
2009,7.9,9.8,69266.34,52400,199.28,122.5,Boone County,Illinois,IL
2010,7.9,10.4,71003.6,53567,207.55,125,Boone County,Illinois,IL
2011,8.3,10.2,69006.56,54084,216.28,127.5,Boone County,Illinois,IL
2012,8.2,10.1,70037,54141,225,130,Boone County,Illinois,IL
2013,9.2,11.3,65764.44,54068,228.73,136.88,Boone County,Illinois,IL
2014,9.7,11.9,63775.96,54005,232.45,143.75,Boone County,Illinois,IL
2015,9,10.9,61742.88,53851,232.48,146.88,Boone County,Illinois,IL
2016,8.1,11.1,63066.15,53656,232.5,150,Boone County,Illinois,IL
2017,7.3,10.6,64582.03,53638,233.75,153.93,Boone County,Illinois,IL
2018,7.8,11,66898,53606,235,157.85,Boone County,Illinois,IL
2008,13.69,12.94,38744.91,6633,135.65,95,Brown County,Illinois,IL
2009,14.8,13.5,39162.24,6593,141.75,97.5,Brown County,Illinois,IL
2010,9.9,12,44887.36,6897,147.85,100,Brown County,Illinois,IL
2011,9.5,12.1,47055.68,6897,151.43,102.5,Brown County,Illinois,IL
2012,8,9.5,48306.5,6913,155,105,Brown County,Illinois,IL
2013,12,12.3,45569.52,6904,160,115,Brown County,Illinois,IL
2014,8.6,10,48190.78,6878,165,125,Brown County,Illinois,IL
2015,8.5,10.9,53783.34,6859,166.33,125,Brown County,Illinois,IL
2016,10.2,11.7,55125,6836,167.65,125,Brown County,Illinois,IL
2017,9.7,11.6,57977.67,6791,167.65,125,Brown County,Illinois,IL
2018,6.3,10,58762,6675,167.65,125,Brown County,Illinois,IL
2008,8.8,10.5,50994.45,34929,135.65,95,Bureau County,Illinois,IL
2009,8.8,11.5,53034.93,34795,141.75,97.5,Bureau County,Illinois,IL
2010,8.6,11.1,53002.72,35083,147.85,100,Bureau County,Illinois,IL
2011,8,10.7,53811.52,34963,151.43,102.5,Bureau County,Illinois,IL
2012,8.7,11.1,52912.2,34798,155,105,Bureau County,Illinois,IL
2013,8.8,11.6,52895.16,34594,160,115,Bureau County,Illinois,IL
2014,9.5,12,52916.26,34361,165,125,Bureau County,Illinois,IL
2015,9.7,12.5,53448.38,34115,166.33,125,Bureau County,Illinois,IL
2016,9.6,13.1,53996.25,33822,167.65,125,Bureau County,Illinois,IL
2017,9.6,12.6,55899.13,33619,167.65,125,Bureau County,Illinois,IL
2018,9.5,12.6,55940,33381,167.65,125,Bureau County,Illinois,IL
2008,8.28,12.73,49386.49,5077,135.65,95,Calhoun County,Illinois,IL
2009,8.4,13.2,51498.72,5076,141.75,97.5,Calhoun County,Illinois,IL
2010,7.2,11.7,52073.56,5118,147.85,100,Calhoun County,Illinois,IL
2011,9.2,12.4,54832.96,5093,151.43,102.5,Calhoun County,Illinois,IL
2012,10.3,12.9,52138.9,5065,155,105,Calhoun County,Illinois,IL
2013,9.5,11.9,54470.88,5062,160,115,Calhoun County,Illinois,IL
2014,9,11.9,55820.66,5033,165,125,Calhoun County,Illinois,IL
2015,9.7,12.6,57101.14,4999,166.33,125,Calhoun County,Illinois,IL
2016,8.8,12.4,55596.45,4962,167.65,125,Calhoun County,Illinois,IL
2017,8.8,12.8,55250.23,4897,167.65,125,Calhoun County,Illinois,IL
2018,9.3,12.8,54392,4858,167.65,125,Calhoun County,Illinois,IL
2008,7.13,10.93,48670.56,15966,135.65,95,Carroll County,Illinois,IL
2009,7.1,11.1,50273.73,15878,141.75,97.5,Carroll County,Illinois,IL
2010,7.8,11.7,51973.8,15615,147.85,100,Carroll County,Illinois,IL
2011,9.6,13.1,50884.96,15474,151.43,102.5,Carroll County,Illinois,IL
2012,8.8,12.5,53301.6,15338,155,105,Carroll County,Illinois,IL
2013,9.5,13.7,51823.8,15199,160,115,Carroll County,Illinois,IL
2014,9.3,13.1,52606.74,15027,165,125,Carroll County,Illinois,IL
2015,9.5,12.6,51548.86,14926,166.33,125,Carroll County,Illinois,IL
2016,7.8,11.4,52554.6,14793,167.65,125,Carroll County,Illinois,IL
2017,8.7,11.3,52071.65,14704,167.65,125,Carroll County,Illinois,IL
2018,9,11.1,51228,14562,167.65,125,Carroll County,Illinois,IL
2008,10.44,13.69,46499.23,13588,135.65,95,Cass County,Illinois,IL
2009,10.6,13.9,48067.11,13575,141.75,97.5,Cass County,Illinois,IL
2010,10.1,12.9,48191.04,13648,147.85,100,Cass County,Illinois,IL
2011,13.3,15.5,46075.68,13639,151.43,102.5,Cass County,Illinois,IL
2012,14.7,17.1,47498,13570,155,105,Cass County,Illinois,IL
2013,10.7,14.8,49392.72,13530,160,115,Cass County,Illinois,IL
2014,9.2,13.4,50289.58,13440,165,125,Cass County,Illinois,IL
2015,9.7,12.9,50280.04,13254,166.33,125,Cass County,Illinois,IL
2016,8.8,13.9,51331.35,13068,167.65,125,Cass County,Illinois,IL
2017,10.1,13.1,51660.68,12880,167.65,125,Cass County,Illinois,IL
2018,10.9,13.5,51997,12665,167.65,125,Cass County,Illinois,IL
2008,9.8,19.7,51479.75,192463,191,120,Champaign County,Illinois,IL
2009,9.9,20.6,49796.37,192135,199.28,122.5,Champaign County,Illinois,IL
2010,9.7,20.5,52503.92,197867,207.55,125,Champaign County,Illinois,IL
2011,10.2,21.8,49797.44,199443,216.28,127.5,Champaign County,Illinois,IL
2012,10.6,22.1,49596.8,200931,225,130,Champaign County,Illinois,IL
2013,10.2,22.3,49472.64,202428,228.73,136.88,Champaign County,Illinois,IL
2014,10.8,22.7,49480.8,204214,232.45,143.75,Champaign County,Illinois,IL
2015,10.6,22.8,49284.7,205766,232.48,146.88,Champaign County,Illinois,IL
2016,10,21.6,51343.95,206420,232.5,150,Champaign County,Illinois,IL
2017,9.7,21.4,51073.58,207946,233.75,153.93,Champaign County,Illinois,IL
2018,9.5,20.9,51692,209448,235,157.85,Champaign County,Illinois,IL
2008,12.8,17,46446.2,34570,135.65,95,Christian County,Illinois,IL
2009,11.2,15,48198.15,34543,141.75,97.5,Christian County,Illinois,IL
2010,12.7,16.6,48385.92,34936,147.85,100,Christian County,Illinois,IL
2011,12.1,15.8,49239.68,34897,151.43,102.5,Christian County,Illinois,IL
2012,12.2,15.9,48632.1,34805,155,105,Christian County,Illinois,IL
2013,11.7,14.9,48756.6,34651,160,115,Christian County,Illinois,IL
2014,11.6,14.8,48470.62,34415,165,125,Christian County,Illinois,IL
2015,11.1,14.6,48054.04,34200,166.33,125,Christian County,Illinois,IL
2016,10.6,13.6,49787.85,33888,167.65,125,Christian County,Illinois,IL
2017,9.8,12.8,52188.04,33562,167.65,125,Christian County,Illinois,IL
2018,9.1,13,52415,33231,167.65,125,Christian County,Illinois,IL
2008,8.8,11.6,48923.43,16804,135.65,95,Clark County,Illinois,IL
2009,9.1,11.9,50735.88,16778,141.75,97.5,Clark County,Illinois,IL
2010,7.6,10.9,50572.52,16545,147.85,100,Clark County,Illinois,IL
2011,8.1,10.2,53684.96,16442,151.43,102.5,Clark County,Illinois,IL
2012,9.1,11.5,51893.6,16353,155,105,Clark County,Illinois,IL
2013,9,12.3,51197.4,16284,160,115,Clark County,Illinois,IL
2014,9.9,13.3,53436.72,16240,165,125,Clark County,Illinois,IL
2015,11.3,14.9,53548.02,16159,166.33,125,Clark County,Illinois,IL
2016,11.6,16.3,51127.65,16089,167.65,125,Clark County,Illinois,IL
2017,10.9,14.3,53630.04,15924,167.65,125,Clark County,Illinois,IL
2018,9.9,12.6,54158,15836,167.65,125,Clark County,Illinois,IL
2008,10.69,14.47,42406.76,13821,135.65,95,Clay County,Illinois,IL
2009,10.9,14.8,44062.2,13729,141.75,97.5,Clay County,Illinois,IL
2010,11.2,16.3,44098.56,13927,147.85,100,Clay County,Illinois,IL
2011,11.2,16.9,43573.6,13862,151.43,102.5,Clay County,Illinois,IL
2012,10.4,14.9,43962.6,13828,155,105,Clay County,Illinois,IL
2013,10,15.6,43891.2,13744,160,115,Clay County,Illinois,IL
2014,9.9,13.9,45780.34,13675,165,125,Clay County,Illinois,IL
2015,10.7,13.8,46861.54,13582,166.33,125,Clay County,Illinois,IL
2016,10.3,14.1,48283.2,13466,167.65,125,Clay County,Illinois,IL
2017,9.3,14,48849.81,13393,167.65,125,Clay County,Illinois,IL
2018,12.4,16,48691,13338,167.65,125,Clay County,Illinois,IL
2008,5.8,8.9,62297.8,36470,135.65,95,Clinton County,Illinois,IL
2009,5.7,8.4,63546.21,36235,141.75,97.5,Clinton County,Illinois,IL
2010,5.2,7.8,64122.48,37395,147.85,100,Clinton County,Illinois,IL
2011,5.6,8,64115.52,37577,151.43,102.5,Clinton County,Illinois,IL
2012,6,7.7,66727.1,37793,155,105,Clinton County,Illinois,IL
2013,6.5,8.9,66657.6,37891,160,115,Clinton County,Illinois,IL
2014,6.6,9.3,66151.42,37952,165,125,Clinton County,Illinois,IL
2015,6.2,8.9,67030.16,37929,166.33,125,Clinton County,Illinois,IL
2016,6.7,9.5,67125.45,37858,167.65,125,Clinton County,Illinois,IL
2017,6.4,9,66479.29,37640,167.65,125,Clinton County,Illinois,IL
2018,6.4,9,65010,37628,167.65,125,Clinton County,Illinois,IL
2008,10,22.1,40603.05,52259,135.65,95,Coles County,Illinois,IL
