how_old_are_you,industry,job_title,annual_salary,currency,country,state,city,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,race
35-44,Computing or Tech,Group manager of analytics,170000,USD,USA,California,San Diego,11 - 20 years,8 - 10 years,College degree,Man,White
25-34,Industrial Hygiene,Senior Industrial Hygienist,90000,USD,USA,Washington,Seattle,8 - 10 years,8 - 10 years,Master's degree,Woman,White
35-44,Transport or Logistics,Compensation Manager,93500,USD,Usa,Ohio,Columbus,11 - 20 years,11 - 20 years,Master's degree,Man,White
25-34,Computing or Tech,Technical Writer,47840,USD,United States,Missouri,Kansas City,8 - 10 years,8 - 10 years,College degree,Woman,White
45-54,Insurance,paralegal,58000,USD,usa,Kansas,Kansas City,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Education (Higher Education),Theatre Technical Director,45000,USD,United States,Illinois,Chicago,8 - 10 years,5-7 years,College degree,Woman,White
25-34,political campaign,campaign manager,103000,USD,USA,Texas,Houston,5-7 years,5-7 years,College degree,NA,White
35-44,Computing or Tech,Software Developer,107000,USD,United States,Arizona,Tucson,11 - 20 years,11 - 20 years,College degree,Man,White
35-44,Hospitality & Events,Senior Customer Service Rep,42500,CAD,Canada,NA,Edmonton,11 - 20 years,8 - 10 years,Some college,Woman,White
35-44,Computing or Tech,iOS software engineer,75000,EUR,Germany,NA,Nueremberg,11 - 20 years,11 - 20 years,Some college,Man,White
25-34,Nonprofits,Executive Director,165000,USD,United States,California,San Francisco,8 - 10 years,8 - 10 years,Master's degree,Man,"Asian or Asian American, Hispanic, Latino, or Spanish origin"
35-44,Computing or Tech,Software Developer,175000,USD,USA,California,San Francisco,21 - 30 years,11 - 20 years,Some college,Man,White
25-34,Computing or Tech,Operations manager,125000,USD,USA,Texas,Dallas,11 - 20 years,8 - 10 years,College degree,Man,White
35-44,"Marketing, Advertising & PR",Integration Engineer,85000,USD,USA,Massachusetts,Boston,11 - 20 years,1 year or less,College degree,Non-binary,Another option not listed here or prefer not to answer
45-54,Government and Public Administration,Project Manager,80000,USD,US,Virginia,DC Metro Area,11 - 20 years,5-7 years,College degree,Woman,White
35-44,Education (Higher Education),lecturer,70000,USD,USA,California,san francisco,8 - 10 years,5-7 years,PhD,Woman,White
35-44,Computing or Tech,Director of Application Development,150000,USD,United States,Pennsylvania,Lancaster,21 - 30 years,21 - 30 years,Some college,Man,White
35-44,Government and Public Administration,Administrative justice,135000,CAD,Canada,NA,Edmonton,11 - 20 years,8 - 10 years,College degree,Woman,White
35-44,Government and Public Administration,Supervisory IT Specialist (Infosec),150000,USD,United States,District of Columbia,Washington,11 - 20 years,11 - 20 years,Some college,Woman,White
25-34,"Accounting, Banking & Finance",iOS engineer,72000,EUR,Germany,NA,Munich,5-7 years,5-7 years,College degree,Man,White
45-54,Computing or Tech,Data Analyst,72000,EUR,Ireland,NA,Dublin,11 - 20 years,11 - 20 years,NA,Woman,White
18-24,Education (Primary/Secondary),Teacher,41411,USD,United States,New Mexico,Albuquerque,2 - 4 years,2 - 4 years,College degree,Woman,White
55-64,Computing or Tech,Product Manager,114000,USD,US,Maine,Work from home,31 - 40 years,11 - 20 years,College degree,Woman,Another option not listed here or prefer not to answer
25-34,"Accounting, Banking & Finance",Account Executive,37000,EUR,Ireland,NA,Dublin,2 - 4 years,2 - 4 years,College degree,Man,White
25-34,Computing or Tech,software engineer,95680,USD,US,California,Redlands,2 - 4 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
25-34,Business or Consulting,Account Manager,47200,USD,United States,Texas,Dallas,11 - 20 years,2 - 4 years,College degree,Man,Black or African American
25-34,"Marketing, Advertising & PR",Senior inbound marketer,32000,GBP,England,NA,Oxford,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Engineering or Manufacturing,R&D Engineer,75000,USD,USA,Massachusetts,Charlestown (Boston),5-7 years,5-7 years,College degree,Non-binary,Black or African American
25-34,Computing or Tech,Software Engineer,400000,USD,United States,Massachusetts,Boston,5-7 years,5-7 years,PhD,Man,White
25-34,Media & Digital,Technical director,110000,GBP,United kingdom,NA,London,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Sales,Senior Account Executive,150000,USD,United States,California,San Francisco,21 - 30 years,11 - 20 years,College degree,Man,White
25-34,Transport or Logistics,senior data analyst,92000,AUD/NZD,NZ,NA,Auckland,8 - 10 years,2 - 4 years,College degree,Woman,White
45-54,Computing or Tech,Sr Software Engineer,157000,CAD,Canada,NA,Vancouver,11 - 20 years,11 - 20 years,College degree,Man,"Hispanic, Latino, or Spanish origin, White"
25-34,Engineering or Manufacturing,Senior Cryogenic Equipment Engineer,52000,GBP,United Kingdom,NA,London,5-7 years,5-7 years,Master's degree,NA,White
35-44,Computing or Tech,Software Engineer,92000,EUR,Germany,NA,Hamburg,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Education (Higher Education),ESL teacher in Japan,8320000,JPY,Japan,NA,Osaka,8 - 10 years,8 - 10 years,NA,Woman,White
25-34,Computing or Tech,Senior php-developer,55823,EUR,Netherlands,NA,Den bosch,11 - 20 years,8 - 10 years,College degree,Man,White
25-34,Insurance,Legal counsel,105000,EUR,Germany,NA,Munich,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Health care,Group HR Manager,120000,AUD/NZD,Australia,NA,Sunshine Coast,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Utilities & Telecommunications,Software Architect,101000,EUR,Germany,NA,Bonn,11 - 20 years,11 - 20 years,Master's degree,Man,White
25-34,Recruitment or HR,People Operations Manager (HR Manager),75000,USD,US,New York,New York City,5-7 years,5-7 years,College degree,Woman,Black or African American
35-44,Engineering or Manufacturing,Lead Consultant,145000,AUD/NZD,Australia,NA,Brisbane,11 - 20 years,11 - 20 years,Master's degree,Man,White
35-44,Business or Consulting,Owner,100000,USD,USA,Florida,Orlando,11 - 20 years,5-7 years,PhD,Woman,White
35-44,Property or Construction,Project Manager,94000,USD,USA,Maryland,Western MD,11 - 20 years,11 - 20 years,Master's degree,Man,White
25-34,Media & Digital,Broadcast Operations Supervisor,64100,USD,United States,Colorado,Denver,5-7 years,5-7 years,College degree,Man,White
25-34,Computing or Tech,Marketing Manager,80000,CAD,Canada,NA,Ottawa,2 - 4 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
25-34,Retail,Manager,48000,USD,United States,Colorado,Boulder,5-7 years,2 - 4 years,College degree,Man,White
18-24,"Marketing, Advertising & PR",Digital Marketing Coordinator,40000,USD,United States,Georgia,Atlanta,1 year or less,1 year or less,College degree,Woman,White
55-64,Computing or Tech,Senior Software Developer,115000,USD,United States,Georgia,Atlanta,31 - 40 years,21 - 30 years,College degree,Man,White
18-24,"Accounting, Banking & Finance",Venture Capital Associate,130000,USD,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Man,White
35-44,Computing or Tech,Software Development Manager,200000,USD,US,Georgia,Atlanta,11 - 20 years,11 - 20 years,Master's degree,Man,White
35-44,Education (Primary/Secondary),EEO Officer,103500,USD,USA,Maryland,Baltimore,11 - 20 years,5-7 years,Master's degree,Woman,Black or African American
35-44,Health care,System IT,95000,USD,Israel,NA,Tel Aviv,21 - 30 years,11 - 20 years,College degree,Woman,White
25-34,Insurance,Population Health Strategy Manager,120000,USD,USA,New York,NYC,2 - 4 years,2 - 4 years,College degree,NA,Asian or Asian American
45-54,Transport or Logistics,Forecasting Manager,87000,USD,United states,Illinois,Lisle,21 - 30 years,5-7 years,College degree,Woman,White
35-44,Media & Digital,"Director, Growth Marketing",130000,USD,United States,Massachusetts,Boston,11 - 20 years,8 - 10 years,College degree,Man,White
25-34,Education (Higher Education),Admissions Manager,50000,USD,U.S.A.,Massachusetts,Boston,5-7 years,2 - 4 years,College degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
35-44,"Marketing, Advertising & PR",Director,180000,GBP,United Kingdom,NA,London,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Health care,Health Communications,64000,CAD,Canada,NA,Northern Ontario,5-7 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
25-34,Nonprofits,Finance Manager,44000,CAD,Canada,NA,Northern Ontario,5-7 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
25-34,Computing or Tech,Principal Architect,145000,USD,United States,Montana,Missoula,11 - 20 years,11 - 20 years,College degree,Man,White
35-44,Computing or Tech,Sales Engineer,150000,USD,United States,Georgia,Atlanta,11 - 20 years,8 - 10 years,College degree,Man,White
45-54,Health care,Registered Dietitian Nutritionist,110000,USD,USA,Maine,Rockport,11 - 20 years,5-7 years,Master's degree,Woman,White
25-34,Law,Lawyer,190000,USD,United States,New York,New York,2 - 4 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
45-54,Health care,Veterinary hospital manager,90000,USD,United States,Mississippi,Ocean Springs,31 - 40 years,31 - 40 years,Some college,Woman,White
35-44,Hospitality & Events,Human Resources Director,150000,USD,USA,California,Los Angeles,21 - 30 years,21 - 30 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
55-64,Health care,network administrator,80000,EUR,Germany,NA,Berlin,21 - 30 years,21 - 30 years,Master's degree,Man,White
45-54,Sales,"Dealer sales rep,",54000,USD,Usa,Massachusetts,Springfield,31 - 40 years,11 - 20 years,Master's degree,Woman,White
55-64,Sales,General manager,160,USD,Canada,NA,Toronto,21 - 30 years,21 - 30 years,Some college,Woman,White
45-54,Government and Public Administration,Events Officer,68000,AUD/NZD,Australia,NA,Perth,31 - 40 years,11 - 20 years,College degree,Woman,White
35-44,Computing or Tech,Cloud Architect,63000,GBP,UK,NA,Leeds,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Business or Consulting,Manager,89300,GBP,United Kingdom,NA,London,5-7 years,5-7 years,Master's degree,Woman,White
35-44,Computing or Tech,Manager,90000,USD,USA,District of Columbia,Washington,11 - 20 years,8 - 10 years,College degree,Woman,White
25-34,Government and Public Administration,Bureau chief,74000,USD,United States,Florida,Tallahassee,5-7 years,5-7 years,Master's degree,Woman,White
35-44,"Publishing, content as a service",Content Editor,57500,USD,USA,Missouri,Saint Louis,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Computing or Tech,Senior Manager of Customer Success,155000,USD,United States,District of Columbia,Washington DC,11 - 20 years,8 - 10 years,College degree,Woman,White
25-34,Nonprofits,Salesforce Administrator,72000,USD,USA,New York,New York City,5-7 years,2 - 4 years,College degree,Woman,White
25-34,Education (Higher Education),Marketing Specialist,62000,USD,United States,Illinois,Chicago Suburbs,5-7 years,5-7 years,College degree,Woman,White
35-44,Computing or Tech,VP Talent,170000,USD,US,New Jersey,NYC,11 - 20 years,11 - 20 years,NA,Woman,NA
25-34,Computing or Tech,Senior software engineer,156860,USD,United States of america,Washington,Redmond,5-7 years,5-7 years,College degree,Man,White
25-34,Laundry and Rental,Office Supervisor,62000,USD,USA,Minnesota,Saint Cloud,11 - 20 years,8 - 10 years,College degree,Woman,White
35-44,Media & Digital,One of 3 Heads of Product,180000,USD,USA,New York,New York City,21 - 30 years,11 - 20 years,College degree,Man,White
35-44,Health care,Social Media Manager,99000,USD,United States,Arizona,Phoenix,11 - 20 years,8 - 10 years,College degree,Woman,White
25-34,Government and Public Administration,policy analyst,112000,USD,USA,District of Columbia,Washington DC,11 - 20 years,11 - 20 years,Master's degree,Woman,White
45-54,Nonprofits,Executive Director,185000,USD,United States,District of Columbia,Washington,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Man,White
55-64,Public Library,Branch Manager & Children's Services manager,84000,USD,U.S.,Tennessee,Knoxville,31 - 40 years,31 - 40 years,"Professional degree (MD, JD, etc.)",Woman,White
55-64,Pharma,Senior Toxicologist,97000,USD,USA,Maryland,Silver Spring,31 - 40 years,11 - 20 years,PhD,Woman,White
18-24,Business or Consulting,Analyst,80000,USD,USA,District of Columbia,Washington DC,1 year or less,1 year or less,Master's degree,Man,Another option not listed here or prefer not to answer
45-54,"Accounting, Banking & Finance",Vice President Commercial Banking,147500,CAD,Canada,NA,Toronto,21 - 30 years,21 - 30 years,College degree,Man,Black or African American
25-34,Law,Paralegal,87000,USD,USA,District of Columbia,"Washington, DC",8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Computing or Tech,Senior Software Engineer,183000,USD,USA,California,Oakland,8 - 10 years,5-7 years,Some college,Man,White
45-54,"Accounting, Banking & Finance",Head of Human Resources,225000,USD,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman,White
45-54,Educational Publishing,Senior Edotor,74000,CAD,Canada,NA,Toronto,21 - 30 years,21 - 30 years,College degree,Woman,Black or African American
45-54,Computing or Tech,DevSecOps,180000,USD,United States,California,Los Angeles,21 - 30 years,21 - 30 years,Master's degree,Man,White
55-64,Computing or Tech,Lead Software Engineer,198000,USD,USA,Washington,Seattle,31 - 40 years,31 - 40 years,College degree,Man,White
45-54,Nonprofits,Vice president,59000,USD,Usa,Hawaii,Honolulu,21 - 30 years,21 - 30 years,College degree,Man,White
35-44,Nonprofits,Board Liaison,90000,USD,United States,New York,New York City,11 - 20 years,8 - 10 years,College degree,Woman,White
25-34,Media & Digital,Journalist,68000,CAD,Canada,NA,N/A,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Computing or Tech,Technical Program Manager,151000,USD,U.S.,California,San Francisco,8 - 10 years,5-7 years,College degree,Man,Asian or Asian American
55-64,Government and Public Administration,HR Manager,80000,USD,USA,Tennessee,Nashville,31 - 40 years,11 - 20 years,Some college,Woman,Another option not listed here or prefer not to answer
35-44,Business or Consulting,Tech Lead,82000,EUR,Germany,NA,Bremen,11 - 20 years,11 - 20 years,Master's degree,Man,White
35-44,Business or Consulting,"Director, Program Consultant",72000,USD,United States,Georgia,Atlanta,11 - 20 years,11 - 20 years,Master's degree,Woman,White
45-54,"Accounting, Banking & Finance",accounting manager,105000,USD,usa,California,oakland,21 - 30 years,8 - 10 years,Master's degree,Woman,White
25-34,Nonprofits,Social Media & Community Manager,32601,GBP,England,NA,Remote,11 - 20 years,2 - 4 years,Some college,Woman,White
35-44,Health care,Senior Manager Regulatory Affairs,150000,USD,United States,Minnesota,Saint Paul,21 - 30 years,11 - 20 years,Master's degree,Woman,White
35-44,Health care,Principal Health Systems Engineer,114000,USD,USA,Minnesota,Rochester,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Computing or Tech,Hardware Engineer I,86000,USD,US,Wisconsin,"Madison, WI",5-7 years,5-7 years,College degree,Non-binary,"Asian or Asian American, White"
35-44,Computing or Tech,software development manager,144000,USD,USA,Washington,Seattle,8 - 10 years,11 - 20 years,Master's degree,Woman,White
35-44,Education (Primary/Secondary),Teacher-Librarian,70000,USD,USA,Massachusetts,Boston,11 - 20 years,5-7 years,Master's degree,Woman,White
25-34,Nonprofits,Campagin Director,60000,USD,USA,Washington,Seattle,5-7 years,1 year or less,College degree,Woman,Another option not listed here or prefer not to answer
